record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label
2595,rayyan-628421438,Sexual performance and survival of males of Ceratitis capitata VIENNA 8 (Diptera: Tephritidae) inoculated with a commercial formulation of Beauveria bassiana,2022,"Ramirez y Ramirez, Francisco;Salvador-Figueroa, Miguel;Rosas-Quijano, Raymundo;Cruz-Lopez, Leopoldo;Toledo, Jorge;Quintero-Fong, Luis",,http://europepmc.org/abstract/AGR/IND607628548,Journal of Applied Entomology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery,autodissemination|formulation-delivery,Autodissemination/disseminator/SIT or vectoring pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
1175,rayyan-628419892,Simultaneous use of SIT plus disseminator devices of Beauveria bassiana enhances horizontal transmission in Anastrepha ludens,2020,"Montoya, Pablo;Flores, Salvador;Campos, Sergio;Liedo, Pablo;Toledo, Jorge",10.1111/jen.12766,"[""http://europepmc.org/abstract/AGR/IND607049243"", ""https://doi.org/10.1111/jen.12766""]",Journal of Applied Entomology,03-autodissemination-social,03-autodissemination-social|02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,autodissemination|formulation-delivery|efficacy|horizontal-spore-transfer|nontarget,Autodissemination/disseminator/SIT or vectoring pathway; Trap/bait/lure/electrostatic delivery pathway; Horizontal/social spore transfer pathway; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
6129,rayyan-628432686,"Sterile Male Peach Fruit Flies, Bactrocera zonata (Saunders) (Diptera: Tephritidae), as a Potential Vector of the Entomopathogen Beauveria bassiana (Balsamo) Vuillemin in a SIT Programme",2014,"Sookar, P;Alleck, M;Ahseek, N;Bhagwant, S",,http://europepmc.org/abstract/AGR/IND601242556,African entomology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,wave1_narrow_signal,high,accepted,
5452,rayyan-628425406,Susceptibility of Dendroctonus simplex to Hypocreales fungi: towards the development of a biological control strategy,2017,"Srei, N;Lavallee, R;Guertin, C",10.1111/jen.12361,"[""http://europepmc.org/abstract/AGR/IND605720477"", ""https://doi.org/10.1111/jen.12361""]",Journal of Applied Entomology,03-autodissemination-social,03-autodissemination-social,autodissemination,Autodissemination/disseminator/SIT or vectoring pathway,wave2_gap_03_horizontal,high,accepted,
234,rayyan-628415450,Temperature Effects on the Virulence and Horizontal Transmission of Beauveria bassiana Against Zeugodacus cucurbitae with SIR Model Analysis,2026,"Fu, Ying;Xie, Jingpeng;Zhou, Zhongshi;Fu, Lang;Wen, Jian;Cao, Fengqin",10.3390/insects17050475,https://app.dimensions.ai/details/publication/pub.1201238932,Insects,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
2045,rayyan-628420845,"The Entomopathogenic Fungi Metarhizium anisopliae and Beauveria bassiana for Management of the Melon Fly Zeugodacus cucurbitae: Pathogenicity, Horizontal Transmission, and Compatability with Cuelure",2022,"Onsongo, Susan K;Mohamed, Samira A;Akutse, Komivi S;Gichimu, Bernard M;Dubois, Thomas",10.3390/insects13100859,"[""http://europepmc.org/abstract/MED/36292807"", ""https://www.mdpi.com/2075-4450/13/10/859/pdf?version=1663809200""]",Insects,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave1_narrow_signal,high,accepted,
1450,rayyan-628420192,Transmission of Metarhizium anisopliae and Beauveria bassiana to adults of Kuschelorhynchus macadamiae (Coleoptera: Curculionidae) from infected adults and conidiated cadavers,2021,"Khun, Kim Khuy;Ash, Gavin J;Stevens, Mark M;Huwer, Ruth K;Wilson, Bree A L",10.1038/s41598-021-81647-0,"[""http://europepmc.org/abstract/MED/33500474"", ""https://www.nature.com/articles/s41598-021-81647-0.pdf""]",Scientific reports,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
1957,rayyan-628420751,Virulence and horizontal transmission of Metarhizium anisopliae by the adults of the greenhouse whitefly Trialeurodes vaporariorum (Hemiptera: Aleyrodidae) and the efficacy of oil formulations against its nymphs,2021,"Paradza, Vongai M;Khamis, Fathiya M;Yusuf, Abdullahi A;Subramanian, Sevgan;Akutse, Komivi S",10.1016/j.heliyon.2021.e08277,"[""http://europepmc.org/abstract/MED/34765790"", ""https://doi.org/10.1016/j.heliyon.2021.e08277""]",Heliyon,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
6104,rayyan-628432098,dsRNA-mediated interference with RcGRPs significantly reduced the resistance of Reticulitermes chinensis Snyder (Blattodea: Termitidae) to pathogens.,2026,Xiong Y;Jiang D;Tang F,10.1002/ps.71081,https://pubmed.ncbi.nlm.nih.gov/42415550/,Pest management science,03-autodissemination-social,03-autodissemination-social,horizontal-spore-transfer,Horizontal/social spore transfer pathway,wave2_gap_03_horizontal,high,accepted,
475,rayyan-628415890,A laboratory evaluation to determine the compatibility of microbiological control agents with the pollinator Bombus terrestris,2009,"Mommaerts, Veerle;Sterk, Guido;Hoffmann, Lucien;Smagghe, Guy",10.1002/ps.1778,https://app.dimensions.ai/details/publication/pub.1036735186,Pest Management Science,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
4365,rayyan-628423313,Antimicrobial activity of a honeybee (Apis cerana) venom Kazal-type serine protease inhibitor,2013,"Kim, Bo Yeon;Lee, Kwang Sik;Zou, Feng Ming;Wan, Hu;Choi, Yong Soo;Yoon, Hyung Joo;Kwon, Hyung Wook;Je, Yeon Ho;Jin, Byung Rae",10.1016/j.toxicon.2013.09.017,"[""http://europepmc.org/abstract/MED/24076031"", ""https://doi.org/10.1016/j.toxicon.2013.09.017""]",Toxicon : official journal of the International Society on Toxinology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
3781,rayyan-628422714,Apolipophorin III from honeybees (Apis cerana) exhibits antibacterial activity,2015,"Kim, Bo Yeon;Jin, Byung Rae",10.1016/j.cbpb.2014.11.010,"[""http://europepmc.org/abstract/MED/25483322"", ""https://doi.org/10.1016/j.cbpb.2014.11.010""]","Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology",04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5140,rayyan-628424756,"Bio-pesticide applications may impair the pollination services and survival of foragers of honey bee, Apis cerana Fabricius in oilseed brassica.",2019,Challa GK;Firake DM;Behere GT,10.1016/j.envpol.2019.03.048,https://pubmed.ncbi.nlm.nih.gov/30933757/,"Environmental pollution (Barking, Essex : 1987)",04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
6128,rayyan-628432676,Biological control of Lygus lineolaris (Hemiptera: Miridae) and Frankliniella occidentalis (Thysanoptera: Thripidae) by Bombus impatiens (Hymenoptera: Apidae) vectored Beauveria bassiana in greenhouse sweet pepper,2006,"Al-mazra'awi, MS;Shipp, L;Broadbent, B;Kevan, P",10.1016/j.biocontrol.2005.11.014,"[""http://europepmc.org/abstract/AGR/IND43803075"", ""http://atrium.lib.uoguelph.ca/xmlui/bitstream/10214/2403/4/2006_Al-mazraawi_et_al_2006_Biological_Control.pdf""]",Biological Control.,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
1259,rayyan-628419984,Co-vectoring of Beauveria bassiana and Clonostachys rosea by bumble bees (Bombus impatiens) for control of insect pests and suppression of grey mould in greenhouse tomato and sweet pepper,2008,"Kapongo, JP;Shipp, L;Kevan, P;Sutton, JC",10.1016/j.biocontrol.2008.05.008,"[""http://europepmc.org/abstract/AGR/IND44119713"", ""https://doi.org/10.1016/j.biocontrol.2008.05.008""]",Biological Control.,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
212,rayyan-628415421,Colony heating protects honey bee populations from a risk of contact with wide-spectrum Beauveria bassiana insecticides applied in the field,2020,"Peng, Guoxiong;Tong, Sen-Miao;Zeng, Deyu;Xia, Yuxian;Feng, Ming-Guang",10.1002/ps.5803,https://app.dimensions.ai/details/publication/pub.1125106622,Pest Management Science,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave2_gap_04_pollinator,high,accepted,
4283,rayyan-628423230,Development of Beauveria bassiana dry formulation for vectoring by honey bees Apid mellifera (Hymenoptera: Apidae) to the flowers of crops for pest control,2007,"Al-Mazra'Awi, MS;Kevan, PG;Shipp, L",10.1080/09583150701484759,"[""http://europepmc.org/abstract/AGR/IND43975270"", ""https://doi.org/10.1080/09583150701484759""]",Biocontrol science and technology.,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5049,rayyan-628424274,"Different toxic and hormetic responses of Bombus impatiens to Beauveria bassiana, Bacillus subtilis and spirotetramat.",2013,Ramanaidu K;Cutler GC,10.1002/ps.3456,https://pubmed.ncbi.nlm.nih.gov/23281229/,Pest management science,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
3089,rayyan-628422003,"Duration and spread of an entomopathogenic fungus, Beauveria bassiana (Deuteromycota: Hyphomycetes), used to treat varroa mites (Acari: Varroidae) in honey bee (Hymenoptera: Apidae) hives",2007,"Meikle, WG;Mercadier, G;Holst, N;Nansen, C;Girod, V",10.1603/0022-0493(2007)100[1:dasoae]2.0.co;2,"[""http://europepmc.org/abstract/MED/17370802"", ""https://doi.org/10.1093/jee/100.1.1""]",Journal of economic entomology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,reaudit_prior_relevant,high,accepted,1
2667,rayyan-628421531,Effect of Bee-Borne Entomopathogenic Fungi and Essential Oils in Controlling Cyclamen Mite on Strawberries,2024,"KOTOMALE, Morel Libere Comlan;Kapongo, Jean Pierre;Lubusu, Alphonsine Muzinga Bin;Simo Nana, Romuald;Tokam, Donald Rostand Fopie;Mboussou, Grace Suzert Nottin",10.20944/preprints202408.0225.v1,"[""http://europepmc.org/abstract/PPR/PPR895311"", ""https://doi.org/10.20944/preprints202408.0225.v1""]",,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5120,rayyan-628424683,Effect of Three Entomopathogenic Fungi on Three Species of Stingless Bees (Hymenoptera: Apidae) Under Laboratory Conditions.,2016,Toledo-Hernandez RA;Ruiz-Toledo J;Toledo J;Sanchez D,10.1093/jee/tow064,https://pubmed.ncbi.nlm.nih.gov/27151469/,Journal of economic entomology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
1281,rayyan-628420007,"Efficacy of two fungus-based biopesticide against the honeybee ectoparasitic mite, Varroa destructor",2013,"Ahmed, Abdelaal A;Abd-Elhady, Hany K",10.3923/pjbs.2013.819.825,"[""http://europepmc.org/abstract/MED/24498835"", ""https://doi.org/10.3923/pjbs.2013.819.825""]",Pakistan journal of biological sciences : PJBS,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
4436,rayyan-628423387,"Entomopathogenic fungi as potential biocontrol agents of the ecto-parasitic mite, Varroa destructor, and their effect on the immune response of honey bees (Apis mellifera L.)",2012,"Hamiduzzaman, Mollah Md;Sinia, Alice;Guzman-Novoa, Ernesto;Goodwin, Paul H",10.1016/j.jip.2012.09.001,"[""http://europepmc.org/abstract/MED/23000027"", ""https://doi.org/10.1016/j.jip.2012.09.001""]",Journal of invertebrate pathology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
6081,rayyan-628431886,"Evaluation of Oregano (Lippia berlandieri) Essential Oil and Entomopathogenic Fungi for Varroa destructor1 Control in Colonies of Honey Bee, Apis mellifera2",2016,"Romo-Chacon, Alejandro;Martinez-Contreras, Liz J;Molina-Corral, F Javier;Acosta-Muniz, Carlos H;Rios-Velasco, Claudio;Leon-Door, Adrian Ponce de;Rivera, Raul",,http://europepmc.org/abstract/AGR/IND605588787,Southwestern Entomologist,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
4977,rayyan-628424082,Evaluation of toxicity of biorational insecticides against larvae of the alfalfa weevil.,2016,Reddy GVP;Antwi FB;Shrestha G;Kuriwada T,10.1016/j.toxrep.2016.05.003,https://pubmed.ncbi.nlm.nih.gov/28959570/,Toxicology reports,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
1564,rayyan-628420317,Exposure to a biopesticide interferes with sucrose responsiveness and learning in honey bees,2020,"Carlesso, Daniele;Smargiassi, Stefania;Sassoli, Lara;Cappa, Federico;Cervo, Rita;Baracchi, David",10.1038/s41598-020-76852-2,"[""http://europepmc.org/abstract/MED/33199794"", ""https://www.nature.com/articles/s41598-020-76852-2.pdf""]",Scientific reports,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator/bee-related Bb biocontrol or nontarget context,wave_full_remainder_strict,high,accepted,
338,rayyan-628415636,"Impact of Commercial Beauveria bassiana Application on Okra (Abelmoschus esculentus) Insect Pests, Pollinator Densities and Some Growth and Fruit Parameters",2026,"I, Babayemi Hannah;T, Ayangbemi Busola;O, Filani Caroline;R, Pitan Olufemi;A, Kehinde Iyabode",10.21203/rs.3.rs-9264759/v1,"[""http://europepmc.org/abstract/PPR/PPR1172266"", ""https://doi.org/10.21203/rs.3.rs-9264759/v1""]",,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5107,rayyan-628424641,Impact of two treatments of a formulation of Beauveria bassiana (Deuteromycota: Hyphomycetes) conidia on Varroa mites (Acari: Varroidae) and on honeybee (Hymenoptera: Apidae) colony health.,2008,Meikle WG;Mercadier G;Holst N;Girod V,10.1007/s10493-008-9160-z,https://pubmed.ncbi.nlm.nih.gov/18506583/,Experimental & applied acarology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5197,rayyan-628424977,Laboratory Risk Assessment of Three Entomopathogenic Fungi Used for Pest Control toward Social Bee Pollinators.,2022,Leite MOG;Alves DA;Lecocq A;Malaquias JB;Delalibera I Jr;Jensen AB,10.3390/microorganisms10091800,https://pubmed.ncbi.nlm.nih.gov/36144402/,Microorganisms,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
1687,rayyan-628420447,Leaf microbiota of strawberries as affected by biological control agents,2013,"Sylla, Justine;Alsanius, Beatrix W;Kruger, Erika;Reineke, Annette;Strohmeier, Stephan;Wohanka, Walter",10.1094/phyto-01-13-0014-r,"[""http://europepmc.org/abstract/MED/24020904"", ""https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-01-13-0014-R""]",Phytopathology,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
460,rayyan-628415859,Lethal and sublethal toxicity assessment of Bacillus thuringiensis var. israelensis and Beauveria bassiana based bioinsecticides to the aquatic insect Chironomus riparius,2019,"Bordalo, M.D.;Gravato, C.;Beleza, S.;Campos, D.;Lopes, I.;Pestana, J.L.T.",10.1016/j.scitotenv.2019.134155,https://app.dimensions.ai/details/publication/pub.1120743950,Science of The Total Environment,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
2026,rayyan-628420823,Lethality of the Entomogenous Fungus Beauveria bassiana Strain NI8 on Lygus lineolaris (Hemiptera:Miridae) and its Possible Impact on Beneficial Arthropods,2017,"Portilla, Maribel;Luttrell, Randall;Snodgrass, Gordon;Zhu, Yu Cheng;Riddick, Eric",,http://europepmc.org/abstract/AGR/IND605922757,Journal of Entomological Science,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
3815,rayyan-628422749,Pseudomonas contamination of a fungus-based biopesticide: Implications for honey bee (Hymenoptera: Apidae) health and Varroa mite (Acari: Varroidae) control,2012,"Meikle, William G;Mercadier, Guy;Guermache, Fatiha;Bon, Marie-Claude",10.1016/j.biocontrol.2011.12.004,"[""http://europepmc.org/abstract/AGR/IND44870809"", ""https://doi.org/10.1016/j.biocontrol.2011.12.004""]",Biological Control.,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave2_gap_04_pollinator,high,accepted,
4437,rayyan-628423388,Review on safety of the entomopathogenic fungi Beauveria bassiana and Beauveria brongniartii,2007,"Zimmermann, G",10.1080/09583150701309006,"[""http://europepmc.org/abstract/AGR/IND43948321"", ""https://doi.org/10.1080/09583150701309006""]",Biocontrol science and technology.,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
5637,rayyan-628426091,"Selection of entomopathogenic fungus Beauveria bassiana (Deuteromycotina: Hyphomycetes) for the biocontrol of Dendroctonus ponderosae (Coleoptera: Curculionidae, Scolytinae) in Western Canada.",2021,Rosana ARR;Pokorny S;Klutsch JG;Ibarra-Romero C;Sanichar R;Engelhardt D;van Belkum MJ;Erbilgin N;Bohlmann J;Carroll AL;Vederas JC,10.1007/s00253-021-11172-7,https://pubmed.ncbi.nlm.nih.gov/33590267/,Applied microbiology and biotechnology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
2274,rayyan-628421087,Side effects of a fungus-based biopesticide on stingless bee guarding behaviour,2022,"Almeida, Felipe Chagas Rocha;Magalhaes, Diego Martins;Favaris, Arodi Prado;Rodriguez, Jonathan;Azevedo, Kamila Emmanuella Xavier;Bento, Jose Mauricio Simoes;Alves, Denise Araujo",10.1016/j.chemosphere.2021.132147,"[""http://europepmc.org/abstract/MED/34492415"", ""https://doi.org/10.1016/j.chemosphere.2021.132147""]",Chemosphere,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave2_gap_03_horizontal,high,accepted,
5012,rayyan-628424160,"Soil application of Beauveria bassiana GHA against apple sawfly, Hoplocampa testudinea (Hymenoptera: Tenthredinidae): Field mortality and fungal persistence.",2016,Swiergiel W;Meyling NV;Porcel M;Ramert B,10.1111/1744-7917.12233,https://pubmed.ncbi.nlm.nih.gov/25959579/,Insect science,04-nontarget-ecotox,04-nontarget-ecotox|01-existing-products,existing-products|nontarget,Named commercial Bb product or registry/approval product record; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
3283,rayyan-628422200,Susceptibility of adult Aethina tumida (Coleoptera: Nitidulidae) to entomopathogenic fungi,2006,"Muerrle, TM;Neumann, P;Dames, JF;Hepburn, HR;Hill, MP",10.1093/jee/99.1.1,"[""http://europepmc.org/abstract/MED/16573316"", ""https://doi.org/10.1603/0022-0493(2006)099[0001:SOAATC]2.0.CO;2""]",Journal of economic entomology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
2295,rayyan-628421110,Susceptibility of the Western Honey Bee Apis mellifera and the African Stingless Bee Meliponula ferruginea (Hymenoptera: Apidae) to the Entomopathogenic Fungi Metarhizium anisopliae and Beauveria bassiana,2022,"Omuse, Evanson R;Niassy, Saliou;Wagacha, John M;Ong'amo, George O;Lattorff, H Michael G;Kiatoko, Nkoba;Mohamed, Samira A;Subramanian, Sevgan;Akutse, Komivi S;Dubois, Thomas",10.1093/jee/toab211,"[""http://europepmc.org/abstract/MED/35139218"", ""https://doi.org/10.1093/jee/toab211""]",Journal of economic entomology,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
453,rayyan-628415847,Sustainable control of the bird cherry-oat aphid (Rhopalosiphum padi L.) in northwestern Ontario using Beauveria bassiana delivered by bumblebees,2025,"Kapongo, Jean Pierre;Kotomale, Morel Libere Comlan;Bin Lubusu, Alphonsine Muzinga;Nana, Romuald Simo;Tokam, Donald Rostand Fopie;Mboussou, Grace Suzert Nottin",10.3389/finsc.2025.1468262,https://app.dimensions.ai/details/publication/pub.1185666054,Frontiers in Insect Science,04-nontarget-ecotox,04-nontarget-ecotox,nontarget,Pollinator exposure or bee-related Bb biocontrol/nontarget context,wave1_narrow_signal,high,accepted,
412,rayyan-628415753,Conclusion on the peer review of the pesticide risk assessment of the active substances Beauveria bassiana strains ATCC-74040 and GHA,2013,"Authority, European Food Safety",10.2903/j.efsa.2013.3031,https://app.dimensions.ai/details/publication/pub.1009204038,EFSA Journal,05-regulatory-policy,05-regulatory-policy|01-existing-products,regulatory-eu-approval|existing-products,EFSA/EU or regulatory Bb active-substance material; Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
2554,rayyan-628421391,Peer review of the pesticide risk assessment of the active substance Beauveria bassiana IMI389521,2017,"=European Food Safety Authority (EFSA);Arena, Maria;Auteri, Domenica;Barmaz, Stefania;Bellisai, Giulia;Brancato, Alba;Brocca, Daniela;Bura, Laszlo;Byers, Harry;Chiusolo, Arianna;Court Marques, Daniele;Crivellente, Federica;De Lentdecker, Chloe;De Maglie, Marcella;Egsmose, Mark;Erdos, Zoltan;Fait, Gabriella;Ferreira, Lucien;Goumenou, Marina;Greco, Luna;Ippolito, Alessio;Istace, Frederique;Jarrah, Samira;Kardassi, Dimitra;Leuschner, Renata",10.2903/j.efsa.2017.4831,"[""http://europepmc.org/abstract/MED/32625636"", ""https://doi.org/10.2903/j.efsa.2017.4831""]",EFSA journal. European Food Safety Authority,05-regulatory-policy,05-regulatory-policy|01-existing-products,regulatory-eu-approval|existing-products,EFSA/EU or regulatory Bb active-substance material; Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
5493,rayyan-628425671,Peer review of the pesticide risk assessment of the active substance Beauveria bassiana strain 203.,2020,Anastassiadou M;Arena M;Auteri D;Brancato A;Bura L;Carrasco Cabrera L;Chaideftou E;Chiusolo A;Crivellente F;De Lentdecker C;Egsmose M;Fait G;Greco L;Ippolito A;Istace F;Jarrah S;Kardassi D;Leuschner R;Lostia A;Lythgo C;Magrans O;Mangas I;Miron I;Molnar T;Padovani L;Parra Morte JM;Pedersen R;Reich H;Santos M;Sharp R;Szentes C;Terron A;Tiramani M;Vagenende B;Villamar-Bouza L,10.2903/j.efsa.2020.6295,https://pubmed.ncbi.nlm.nih.gov/33209153/,EFSA journal. European Food Safety Authority,05-regulatory-policy,05-regulatory-policy|01-existing-products,regulatory-eu-approval|existing-products,EFSA/EU or regulatory Bb active-substance material; Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
6206,rayyan-628435603,Peer review of the pesticide risk assessment of the active substance Beauveria bassiana strain PPRI 5339.,2018,Arena M;Auteri D;Barmaz S;Brancato A;Brocca D;Bura L;Carrasco Cabrera L;Chiusolo A;Court Marques D;Crivellente F;De Lentdecker C;Egsmose M;Fait G;Ferreira L;Goumenou M;Greco L;Ippolito A;Istace F;Jarrah S;Kardassi D;Leuschner R;Lythgo C;Magrans JO;Medina P;Miron I;Molnar T;Nougadere A;Padovani L;Parra Morte JM;Pedersen R;Reich H;Sacchi A;Santos M;Serafimova R;Sharp R;Stanek A;Streissl F;Sturma J;Szentes C;Tarazona J;Terron A;Theobald A;Vagenende B;Villamar-Bouza L,10.2903/j.efsa.2018.5230,https://pubmed.ncbi.nlm.nih.gov/32625869/,EFSA journal. European Food Safety Authority,05-regulatory-policy,05-regulatory-policy|01-existing-products,regulatory-eu-approval|existing-products,EFSA/EU or regulatory Bb active-substance material; Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
